
 Sweep settings: Start voltage: 19.5 V, end voltage:  23 V, sweep points: 70.0, current limit: 0.015 A
 U/V, I/A, R/Ohm
+1.955000E+01,-1.896986E-08,+9.910000E+37
+1.960000E+01,-1.773303E-08,+9.910000E+37
+1.965000E+01,-5.284713E-09,+9.910000E+37
+1.970000E+01,+3.567738E-08,+9.910000E+37
+1.975000E+01,-2.651645E-08,+9.910000E+37
+1.980000E+01,-3.605914E-09,+9.910000E+37
+1.985000E+01,+4.503458E-09,+9.910000E+37
+1.990000E+01,+3.431726E-08,+9.910000E+37
+1.995000E+01,-3.164303E-08,+9.910000E+37
+2.000000E+01,+1.811785E-09,+9.910000E+37
+2.005000E+01,+1.633206E-08,+9.910000E+37
+2.010000E+01,+4.233406E-09,+9.910000E+37
+2.015000E+01,-2.709092E-08,+9.910000E+37
+2.020000E+01,+5.901698E-09,+9.910000E+37
+2.025000E+01,+4.039468E-08,+9.910000E+37
+2.030000E+01,-2.528033E-08,+9.910000E+37
+2.035000E+01,-1.535124E-08,+9.910000E+37
+2.040000E+01,+2.940818E-09,+9.910000E+37
+2.045000E+01,+3.334718E-08,+9.910000E+37
+2.050000E+01,-3.515602E-08,+9.910000E+37
+2.055000E+01,-2.900923E-09,+9.910000E+37
+2.060000E+01,+1.490779E-08,+9.910000E+37
+2.065000E+01,+2.504952E-08,+9.910000E+37
+2.070000E+01,-3.376558E-08,+9.910000E+37
+2.075000E+01,+6.979343E-09,+9.910000E+37
+2.080000E+01,+2.443517E-08,+9.910000E+37
+2.085000E+01,+7.044801E-09,+9.910000E+37
+2.090000E+01,-1.429181E-08,+9.910000E+37
+2.095000E+01,+2.239343E-08,+9.910000E+37
+2.100000E+01,+4.699271E-08,+9.910000E+37
+2.105000E+01,+1.860581E-08,+9.910000E+37
+2.110000E+01,-1.416815E-09,+9.910000E+37
+2.115000E+01,+3.833669E-08,+9.910000E+37
+2.120000E+01,+7.273249E-08,+9.910000E+37
+2.125000E+01,+8.252977E-08,+9.910000E+37
+2.130000E+01,+5.403908E-08,+9.910000E+37
+2.135000E+01,+1.109015E-07,+9.910000E+37
+2.140000E+01,+1.482625E-07,+9.910000E+37
+2.145000E+01,+1.689755E-07,+9.910000E+37
+2.150000E+01,+1.414895E-07,+9.910000E+37
+2.155000E+01,+2.073403E-07,+9.910000E+37
+2.160000E+01,+2.503751E-07,+9.910000E+37
+2.165000E+01,+2.807368E-07,+9.910000E+37
+2.170000E+01,+2.714372E-07,+9.910000E+37
+2.175000E+01,+3.280852E-07,+9.910000E+37
+2.180000E+01,+3.693495E-07,+9.910000E+37
+2.185000E+01,+4.401838E-07,+9.910000E+37
+2.190000E+01,+4.225038E-07,+9.910000E+37
+2.195000E+01,+4.856575E-07,+9.910000E+37
+2.200000E+01,+5.513292E-07,+9.910000E+37
+2.205000E+01,+6.135229E-07,+9.910000E+37
+2.210000E+01,+6.613423E-07,+9.910000E+37
+2.215000E+01,+6.661142E-07,+9.910000E+37
+2.220000E+01,+7.318164E-07,+9.910000E+37
+2.225000E+01,+8.090067E-07,+9.910000E+37
+2.230000E+01,+8.831981E-07,+9.910000E+37
+2.235000E+01,+9.006359E-07,+9.910000E+37
+2.240000E+01,+9.778568E-07,+9.910000E+37
+2.245000E+01,+1.077929E-06,+9.910000E+37
+2.250000E+01,+1.129097E-06,+9.910000E+37
+2.255000E+01,+1.173134E-06,+9.910000E+37
+2.260000E+01,+1.260769E-06,+9.910000E+37
+2.265000E+01,+1.365502E-06,+9.910000E+37
+2.270000E+01,+1.429451E-06,+9.910000E+37
+2.275000E+01,+1.475681E-06,+9.910000E+37
+2.280000E+01,+1.571878E-06,+9.910000E+37
+2.285000E+01,+1.663136E-06,+9.910000E+37
+2.290000E+01,+1.781719E-06,+9.910000E+37
+2.295000E+01,+1.782723E-06,+9.910000E+37
+2.300000E+01,+2.964515E-06,+9.910000E+37
