
 Sweep settings: Start voltage: 19.5 V, end voltage:  23 V, sweep points: 70.0, current limit: 0.015 A
 U/V, I/A, R/Ohm
+1.955000E+01,-3.717403E-08,+9.910000E+37
+1.960000E+01,+3.840204E-08,+9.910000E+37
+1.965000E+01,+1.083315E-08,+9.910000E+37
+1.970000E+01,-8.931818E-09,+9.910000E+37
+1.975000E+01,-1.634331E-08,+9.910000E+37
+1.980000E+01,+2.685689E-08,+9.910000E+37
+1.985000E+01,+6.980921E-10,+9.910000E+37
+1.990000E+01,-3.758451E-08,+9.910000E+37
+1.995000E+01,+3.294675E-08,+9.910000E+37
+2.000000E+01,+6.462869E-09,+9.910000E+37
+2.005000E+01,-1.168717E-08,+9.910000E+37
+2.010000E+01,-2.517594E-08,+9.910000E+37
+2.015000E+01,+3.456310E-08,+9.910000E+37
+2.020000E+01,+2.326183E-09,+9.910000E+37
+2.025000E+01,-3.181207E-08,+9.910000E+37
+2.030000E+01,+2.552526E-08,+9.910000E+37
+2.035000E+01,+9.750984E-09,+9.910000E+37
+2.040000E+01,-1.632048E-08,+9.910000E+37
+2.045000E+01,-2.065405E-08,+9.910000E+37
+2.050000E+01,+3.492161E-08,+9.910000E+37
+2.055000E+01,+3.852384E-09,+9.910000E+37
+2.060000E+01,-3.754780E-08,+9.910000E+37
+2.065000E+01,+3.219749E-08,+9.910000E+37
+2.070000E+01,+1.899586E-09,+9.910000E+37
+2.075000E+01,-9.378832E-09,+9.910000E+37
+2.080000E+01,-2.960385E-08,+9.910000E+37
+2.085000E+01,+3.478308E-08,+9.910000E+37
+2.090000E+01,+1.210827E-09,+9.910000E+37
+2.095000E+01,-2.987327E-08,+9.910000E+37
+2.100000E+01,+2.526269E-08,+9.910000E+37
+2.105000E+01,+1.377161E-08,+9.910000E+37
+2.110000E+01,+1.856515E-09,+9.910000E+37
+2.115000E+01,+2.796252E-09,+9.910000E+37
+2.120000E+01,+7.174084E-08,+9.910000E+37
+2.125000E+01,+5.384528E-08,+9.910000E+37
+2.130000E+01,+2.655532E-08,+9.910000E+37
+2.135000E+01,+1.243725E-07,+9.910000E+37
+2.140000E+01,+1.343005E-07,+9.910000E+37
+2.145000E+01,+1.421991E-07,+9.910000E+37
+2.150000E+01,+1.949879E-07,+9.910000E+37
+2.155000E+01,+2.980979E-07,+9.910000E+37
+2.160000E+01,+3.338202E-07,+9.910000E+37
+2.165000E+01,+3.393846E-07,+9.910000E+37
+2.170000E+01,+4.893020E-07,+9.910000E+37
+2.175000E+01,+5.359680E-07,+9.910000E+37
+2.180000E+01,+5.844805E-07,+9.910000E+37
+2.185000E+01,+7.131686E-07,+9.910000E+37
+2.190000E+01,+7.982936E-07,+9.910000E+37
+2.195000E+01,+8.928703E-07,+9.910000E+37
+2.200000E+01,+9.831103E-07,+9.910000E+37
+2.205000E+01,+1.118304E-06,+9.910000E+37
+2.210000E+01,+1.202935E-06,+9.910000E+37
+2.215000E+01,+1.283551E-06,+9.910000E+37
+2.220000E+01,+1.414557E-06,+9.910000E+37
+2.225000E+01,+1.520054E-06,+9.910000E+37
+2.230000E+01,+1.607566E-06,+9.910000E+37
+2.235000E+01,+1.804155E-06,+9.910000E+37
+2.240000E+01,+1.861774E-06,+9.910000E+37
+2.245000E+01,+1.971523E-06,+9.910000E+37
+2.250000E+01,+2.188325E-06,+9.910000E+37
+2.255000E+01,+2.311220E-06,+9.910000E+37
+2.260000E+01,+2.387863E-06,+9.910000E+37
+2.265000E+01,+2.608394E-06,+9.910000E+37
+2.270000E+01,+2.750768E-06,+9.910000E+37
+2.275000E+01,+2.915676E-06,+9.910000E+37
+2.280000E+01,+3.039676E-06,+9.910000E+37
+2.285000E+01,+3.243367E-06,+9.910000E+37
+2.290000E+01,+3.425381E-06,+9.910000E+37
+2.295000E+01,+3.540595E-06,+9.910000E+37
