
 Sweep settings: Start voltage: 19.5 V, end voltage:  23 V, sweep points: 70.0, current limit: 0.015 A
 U/V, I/A, R/Ohm
+1.955000E+01,+2.858107E-08,+9.910000E+37
+1.960000E+01,-2.883891E-08,+9.910000E+37
+1.965000E+01,+1.118057E-09,+9.910000E+37
+1.970000E+01,+1.875411E-08,+9.910000E+37
+1.975000E+01,+1.230718E-08,+9.910000E+37
+1.980000E+01,-2.257924E-08,+9.910000E+37
+1.985000E+01,+7.691304E-09,+9.910000E+37
+1.990000E+01,+3.806619E-08,+9.910000E+37
+1.995000E+01,-3.867502E-08,+9.910000E+37
+2.000000E+01,+1.105474E-08,+9.910000E+37
+2.005000E+01,+3.743624E-08,+9.910000E+37
+2.010000E+01,-2.909028E-08,+9.910000E+37
+2.015000E+01,-4.963680E-09,+9.910000E+37
+2.020000E+01,+2.312765E-08,+9.910000E+37
+2.025000E+01,-2.301545E-08,+9.910000E+37
+2.030000E+01,-2.181853E-09,+9.910000E+37
+2.035000E+01,+9.046405E-09,+9.910000E+37
+2.040000E+01,+1.166852E-08,+9.910000E+37
+2.045000E+01,-1.481862E-08,+9.910000E+37
+2.050000E+01,+1.246002E-08,+9.910000E+37
+2.055000E+01,+1.197956E-08,+9.910000E+37
+2.060000E+01,-1.534841E-08,+9.910000E+37
+2.065000E+01,+1.097233E-08,+9.910000E+37
+2.070000E+01,+2.619055E-08,+9.910000E+37
+2.075000E+01,-8.271570E-09,+9.910000E+37
+2.080000E+01,+1.286300E-08,+9.910000E+37
+2.085000E+01,+2.569714E-08,+9.910000E+37
+2.090000E+01,-6.285640E-10,+9.910000E+37
+2.095000E+01,+2.325151E-08,+9.910000E+37
+2.100000E+01,+6.753536E-08,+9.910000E+37
+2.105000E+01,+1.351857E-08,+9.910000E+37
+2.110000E+01,+6.452987E-08,+9.910000E+37
+2.115000E+01,+1.255043E-07,+9.910000E+37
+2.120000E+01,+7.590886E-08,+9.910000E+37
+2.125000E+01,+1.430739E-07,+9.910000E+37
+2.130000E+01,+1.864669E-07,+9.910000E+37
+2.135000E+01,+1.997508E-07,+9.910000E+37
+2.140000E+01,+2.491142E-07,+9.910000E+37
+2.145000E+01,+2.949941E-07,+9.910000E+37
+2.150000E+01,+3.426197E-07,+9.910000E+37
+2.155000E+01,+3.859915E-07,+9.910000E+37
+2.160000E+01,+4.579163E-07,+9.910000E+37
+2.165000E+01,+5.376042E-07,+9.910000E+37
+2.170000E+01,+5.449325E-07,+9.910000E+37
+2.175000E+01,+6.499935E-07,+9.910000E+37
+2.180000E+01,+7.568283E-07,+9.910000E+37
+2.185000E+01,+7.528446E-07,+9.910000E+37
+2.190000E+01,+8.801956E-07,+9.910000E+37
+2.195000E+01,+1.010350E-06,+9.910000E+37
+2.200000E+01,+1.035214E-06,+9.910000E+37
+2.205000E+01,+1.145357E-06,+9.910000E+37
+2.210000E+01,+1.276140E-06,+9.910000E+37
+2.215000E+01,+1.328408E-06,+9.910000E+37
+2.220000E+01,+1.432625E-06,+9.910000E+37
+2.225000E+01,+1.563066E-06,+9.910000E+37
+2.230000E+01,+1.681134E-06,+9.910000E+37
+2.235000E+01,+1.787393E-06,+9.910000E+37
+2.240000E+01,+1.893952E-06,+9.910000E+37
+2.245000E+01,+2.072102E-06,+9.910000E+37
+2.250000E+01,+2.153801E-06,+9.910000E+37
+2.255000E+01,+2.339300E-06,+9.910000E+37
+2.260000E+01,+2.468643E-06,+9.910000E+37
+2.265000E+01,+2.577306E-06,+9.910000E+37
+2.270000E+01,+2.780171E-06,+9.910000E+37
+2.275000E+01,+2.960736E-06,+9.910000E+37
+2.280000E+01,+3.064438E-06,+9.910000E+37
+2.285000E+01,+3.240146E-06,+9.910000E+37
+2.290000E+01,+3.422211E-06,+9.910000E+37
+2.295000E+01,+3.550790E-06,+9.910000E+37
+2.300000E+01,+6.322310E-06,+9.910000E+37
