
 Sweep settings: Start voltage: 19.5 V, end voltage:  23 V, sweep points: 70.0, current limit: 0.015 A
 U/V, I/A, R/Ohm
+1.955000E+01,-9.132910E-11,+9.910000E+37
+1.960000E+01,-1.697084E-08,+9.910000E+37
+1.965000E+01,+1.608685E-08,+9.910000E+37
+1.970000E+01,+5.982460E-09,+9.910000E+37
+1.975000E+01,-1.527430E-08,+9.910000E+37
+1.980000E+01,+9.365751E-09,+9.910000E+37
+1.985000E+01,+6.617777E-09,+9.910000E+37
+1.990000E+01,-2.695046E-08,+9.910000E+37
+1.995000E+01,+8.165084E-09,+9.910000E+37
+2.000000E+01,+6.584629E-09,+9.910000E+37
+2.005000E+01,-1.293392E-08,+9.910000E+37
+2.010000E+01,+4.946588E-09,+9.910000E+37
+2.015000E+01,+2.062782E-08,+9.910000E+37
+2.020000E+01,+1.711146E-09,+9.910000E+37
+2.025000E+01,-1.169503E-08,+9.910000E+37
+2.030000E+01,+3.238582E-09,+9.910000E+37
+2.035000E+01,-1.897704E-09,+9.910000E+37
+2.040000E+01,-4.338645E-09,+9.910000E+37
+2.045000E+01,+1.494373E-08,+9.910000E+37
+2.050000E+01,-5.309975E-09,+9.910000E+37
+2.055000E+01,+7.443202E-09,+9.910000E+37
+2.060000E+01,+1.125105E-08,+9.910000E+37
+2.065000E+01,-4.432666E-09,+9.910000E+37
+2.070000E+01,-5.408141E-09,+9.910000E+37
+2.075000E+01,+2.313634E-08,+9.910000E+37
+2.080000E+01,+5.616734E-09,+9.910000E+37
+2.085000E+01,-2.936650E-08,+9.910000E+37
+2.090000E+01,+4.434259E-08,+9.910000E+37
+2.095000E+01,+1.167226E-08,+9.910000E+37
+2.100000E+01,-1.980485E-08,+9.910000E+37
+2.105000E+01,+7.187960E-08,+9.910000E+37
+2.110000E+01,+3.741513E-08,+9.910000E+37
+2.115000E+01,+2.975927E-08,+9.910000E+37
+2.120000E+01,+1.171273E-07,+9.910000E+37
+2.125000E+01,+1.263903E-07,+9.910000E+37
+2.130000E+01,+1.244847E-07,+9.910000E+37
+2.135000E+01,+2.259560E-07,+9.910000E+37
+2.140000E+01,+2.636775E-07,+9.910000E+37
+2.145000E+01,+2.931328E-07,+9.910000E+37
+2.150000E+01,+3.944969E-07,+9.910000E+37
+2.155000E+01,+4.753712E-07,+9.910000E+37
+2.160000E+01,+5.546177E-07,+9.910000E+37
+2.165000E+01,+6.179833E-07,+9.910000E+37
+2.170000E+01,+7.588511E-07,+9.910000E+37
+2.175000E+01,+8.607226E-07,+9.910000E+37
+2.180000E+01,+9.708159E-07,+9.910000E+37
+2.185000E+01,+1.099597E-06,+9.910000E+37
+2.190000E+01,+1.219853E-06,+9.910000E+37
+2.195000E+01,+1.334740E-06,+9.910000E+37
+2.200000E+01,+1.522566E-06,+9.910000E+37
+2.205000E+01,+1.610962E-06,+9.910000E+37
+2.210000E+01,+1.728838E-06,+9.910000E+37
+2.215000E+01,+1.969712E-06,+9.910000E+37
+2.220000E+01,+2.043475E-06,+9.910000E+37
+2.225000E+01,+2.190767E-06,+9.910000E+37
+2.230000E+01,+2.444324E-06,+9.910000E+37
+2.235000E+01,+2.605989E-06,+9.910000E+37
+2.240000E+01,+2.708073E-06,+9.910000E+37
+2.245000E+01,+2.976171E-06,+9.910000E+37
+2.250000E+01,+3.170124E-06,+9.910000E+37
+2.255000E+01,+3.404375E-06,+9.910000E+37
+2.260000E+01,+3.549721E-06,+9.910000E+37
+2.265000E+01,+3.802077E-06,+9.910000E+37
+2.270000E+01,+4.044266E-06,+9.910000E+37
+2.275000E+01,+4.292837E-06,+9.910000E+37
+2.280000E+01,+4.477794E-06,+9.910000E+37
+2.285000E+01,+4.752713E-06,+9.910000E+37
+2.290000E+01,+5.009975E-06,+9.910000E+37
+2.295000E+01,+5.243682E-06,+9.910000E+37
