
 Sweep settings: Start voltage: 19.5 V, end voltage:  23 V, sweep points: 70.0, current limit: 0.015 A
 U/V, I/A, R/Ohm
+1.955000E+01,-2.221850E-08,+9.910000E+37
+1.960000E+01,-5.478147E-09,+9.910000E+37
+1.965000E+01,+3.776491E-08,+9.910000E+37
+1.970000E+01,-2.023611E-08,+9.910000E+37
+1.975000E+01,-1.578825E-08,+9.910000E+37
+1.980000E+01,+2.414809E-09,+9.910000E+37
+1.985000E+01,+4.413128E-08,+9.910000E+37
+1.990000E+01,-2.513201E-08,+9.910000E+37
+1.995000E+01,-1.289089E-08,+9.910000E+37
+2.000000E+01,-1.262304E-09,+9.910000E+37
+2.005000E+01,+3.966440E-08,+9.910000E+37
+2.010000E+01,-3.564303E-08,+9.910000E+37
+2.015000E+01,-3.915318E-09,+9.910000E+37
+2.020000E+01,+1.023595E-08,+9.910000E+37
+2.025000E+01,+3.549387E-08,+9.910000E+37
+2.030000E+01,-3.779542E-08,+9.910000E+37
+2.035000E+01,+2.609047E-09,+9.910000E+37
+2.040000E+01,+3.216605E-08,+9.910000E+37
+2.045000E+01,-1.248744E-08,+9.910000E+37
+2.050000E+01,-2.345329E-08,+9.910000E+37
+2.055000E+01,+3.834161E-09,+9.910000E+37
+2.060000E+01,+4.442819E-08,+9.910000E+37
+2.065000E+01,-2.122100E-08,+9.910000E+37
+2.070000E+01,-2.439967E-08,+9.910000E+37
+2.075000E+01,+4.708050E-09,+9.910000E+37
+2.080000E+01,+3.522894E-08,+9.910000E+37
+2.085000E+01,+5.214149E-09,+9.910000E+37
+2.090000E+01,-2.195423E-08,+9.910000E+37
+2.095000E+01,+3.055107E-09,+9.910000E+37
+2.100000E+01,+4.392960E-08,+9.910000E+37
+2.105000E+01,+2.012457E-08,+9.910000E+37
+2.110000E+01,-4.660072E-09,+9.910000E+37
+2.115000E+01,+1.867413E-08,+9.910000E+37
+2.120000E+01,+6.696346E-08,+9.910000E+37
+2.125000E+01,+3.103493E-08,+9.910000E+37
+2.130000E+01,+3.242240E-08,+9.910000E+37
+2.135000E+01,+4.768482E-08,+9.910000E+37
+2.140000E+01,+1.052520E-07,+9.910000E+37
+2.145000E+01,+6.717082E-08,+9.910000E+37
+2.150000E+01,+8.071896E-08,+9.910000E+37
+2.155000E+01,+1.111102E-07,+9.910000E+37
+2.160000E+01,+1.522471E-07,+9.910000E+37
+2.165000E+01,+1.155607E-07,+9.910000E+37
+2.170000E+01,+1.310550E-07,+9.910000E+37
+2.175000E+01,+1.675041E-07,+9.910000E+37
+2.180000E+01,+2.234349E-07,+9.910000E+37
+2.185000E+01,+1.920560E-07,+9.910000E+37
+2.190000E+01,+2.135928E-07,+9.910000E+37
+2.195000E+01,+2.591253E-07,+9.910000E+37
+2.200000E+01,+3.241165E-07,+9.910000E+37
+2.205000E+01,+2.700535E-07,+9.910000E+37
+2.210000E+01,+3.275073E-07,+9.910000E+37
+2.215000E+01,+3.614627E-07,+9.910000E+37
+2.220000E+01,+4.087239E-07,+9.910000E+37
+2.225000E+01,+3.747568E-07,+9.910000E+37
+2.230000E+01,+4.413729E-07,+9.910000E+37
+2.235000E+01,+4.832893E-07,+9.910000E+37
+2.240000E+01,+5.308166E-07,+9.910000E+37
+2.245000E+01,+5.069783E-07,+9.910000E+37
+2.250000E+01,+5.751803E-07,+9.910000E+37
+2.255000E+01,+6.195190E-07,+9.910000E+37
+2.260000E+01,+6.780929E-07,+9.910000E+37
+2.265000E+01,+6.570852E-07,+9.910000E+37
+2.270000E+01,+7.311955E-07,+9.910000E+37
+2.275000E+01,+7.912701E-07,+9.910000E+37
+2.280000E+01,+8.255149E-07,+9.910000E+37
+2.285000E+01,+8.153816E-07,+9.910000E+37
+2.290000E+01,+8.939635E-07,+9.910000E+37
+2.295000E+01,+9.422029E-07,+9.910000E+37
+2.300000E+01,+2.383329E-06,+9.910000E+37
