
 Sweep settings: Start voltage: 19.5 V, end voltage:  23 V, sweep points: 70.0, current limit: 0.015 A
 U/V, I/A, R/Ohm
+1.955000E+01,+8.817031E-09,+9.910000E+37
+1.960000E+01,+2.813709E-08,+9.910000E+37
+1.965000E+01,-3.285343E-08,+9.910000E+37
+1.970000E+01,-2.432467E-09,+9.910000E+37
+1.975000E+01,+3.569086E-08,+9.910000E+37
+1.980000E+01,-5.394045E-09,+9.910000E+37
+1.985000E+01,-1.432073E-08,+9.910000E+37
+1.990000E+01,+2.325764E-09,+9.910000E+37
+1.995000E+01,+3.419911E-08,+9.910000E+37
+2.000000E+01,-3.773602E-08,+9.910000E+37
+2.005000E+01,-1.170351E-09,+9.910000E+37
+2.010000E+01,+3.946096E-08,+9.910000E+37
+2.015000E+01,-3.167991E-08,+9.910000E+37
+2.020000E+01,-8.489449E-09,+9.910000E+37
+2.025000E+01,+2.203303E-08,+9.910000E+37
+2.030000E+01,+5.084031E-10,+9.910000E+37
+2.035000E+01,-1.093163E-08,+9.910000E+37
+2.040000E+01,+6.019298E-09,+9.910000E+37
+2.045000E+01,+2.307296E-08,+9.910000E+37
+2.050000E+01,-2.609912E-08,+9.910000E+37
+2.055000E+01,+3.455627E-09,+9.910000E+37
+2.060000E+01,+3.779494E-08,+9.910000E+37
+2.065000E+01,-3.397647E-08,+9.910000E+37
+2.070000E+01,+2.830220E-09,+9.910000E+37
+2.075000E+01,+1.069484E-08,+9.910000E+37
+2.080000E+01,+4.674353E-08,+9.910000E+37
+2.085000E+01,-2.841299E-08,+9.910000E+37
+2.090000E+01,+9.357048E-09,+9.910000E+37
+2.095000E+01,+4.141898E-08,+9.910000E+37
+2.100000E+01,+1.731988E-08,+9.910000E+37
+2.105000E+01,+3.035336E-08,+9.910000E+37
+2.110000E+01,+4.934065E-08,+9.910000E+37
+2.115000E+01,+1.037206E-07,+9.910000E+37
+2.120000E+01,+4.867882E-08,+9.910000E+37
+2.125000E+01,+1.046586E-07,+9.910000E+37
+2.130000E+01,+1.265863E-07,+9.910000E+37
+2.135000E+01,+1.868768E-07,+9.910000E+37
+2.140000E+01,+1.530961E-07,+9.910000E+37
+2.145000E+01,+2.171317E-07,+9.910000E+37
+2.150000E+01,+2.778864E-07,+9.910000E+37
+2.155000E+01,+3.087696E-07,+9.910000E+37
+2.160000E+01,+3.306683E-07,+9.910000E+37
+2.165000E+01,+3.823700E-07,+9.910000E+37
+2.170000E+01,+4.641037E-07,+9.910000E+37
+2.175000E+01,+4.576557E-07,+9.910000E+37
+2.180000E+01,+5.537093E-07,+9.910000E+37
+2.185000E+01,+6.354858E-07,+9.910000E+37
+2.190000E+01,+6.485387E-07,+9.910000E+37
+2.195000E+01,+7.241009E-07,+9.910000E+37
+2.200000E+01,+8.171041E-07,+9.910000E+37
+2.205000E+01,+8.996158E-07,+9.910000E+37
+2.210000E+01,+9.055236E-07,+9.910000E+37
+2.215000E+01,+1.028252E-06,+9.910000E+37
+2.220000E+01,+1.114107E-06,+9.910000E+37
+2.225000E+01,+1.162150E-06,+9.910000E+37
+2.230000E+01,+1.266914E-06,+9.910000E+37
+2.235000E+01,+1.369095E-06,+9.910000E+37
+2.240000E+01,+1.474113E-06,+9.910000E+37
+2.245000E+01,+1.526284E-06,+9.910000E+37
+2.250000E+01,+1.671207E-06,+9.910000E+37
+2.255000E+01,+1.814679E-06,+9.910000E+37
+2.260000E+01,+1.831778E-06,+9.910000E+37
+2.265000E+01,+1.972027E-06,+9.910000E+37
+2.270000E+01,+2.097755E-06,+9.910000E+37
+2.275000E+01,+2.250964E-06,+9.910000E+37
+2.280000E+01,+2.283653E-06,+9.910000E+37
+2.285000E+01,+2.459943E-06,+9.910000E+37
+2.290000E+01,+2.589426E-06,+9.910000E+37
+2.295000E+01,+2.698891E-06,+9.910000E+37
+2.300000E+01,+3.602938E-06,+9.910000E+37
