
 Sweep settings: Start voltage: 19.5 V, end voltage:  23 V, sweep points: 70.0, current limit: 0.015 A
 U/V, I/A, R/Ohm
+1.955000E+01,+1.515705E-08,+9.910000E+37
+1.960000E+01,+1.648603E-09,+9.910000E+37
+1.965000E+01,-3.026710E-08,+9.910000E+37
+1.970000E+01,+3.206788E-08,+9.910000E+37
+1.975000E+01,+4.077703E-09,+9.910000E+37
+1.980000E+01,-3.615417E-08,+9.910000E+37
+1.985000E+01,+3.670270E-08,+9.910000E+37
+1.990000E+01,-3.390530E-09,+9.910000E+37
+1.995000E+01,-3.731517E-08,+9.910000E+37
+2.000000E+01,+3.634828E-08,+9.910000E+37
+2.005000E+01,-3.055004E-09,+9.910000E+37
+2.010000E+01,-6.984247E-09,+9.910000E+37
+2.015000E+01,+1.002223E-08,+9.910000E+37
+2.020000E+01,-9.305016E-09,+9.910000E+37
+2.025000E+01,+1.411130E-08,+9.910000E+37
+2.030000E+01,+7.607611E-09,+9.910000E+37
+2.035000E+01,-1.625510E-08,+9.910000E+37
+2.040000E+01,+1.872171E-08,+9.910000E+37
+2.045000E+01,+5.800534E-10,+9.910000E+37
+2.050000E+01,-2.173306E-08,+9.910000E+37
+2.055000E+01,+3.454701E-08,+9.910000E+37
+2.060000E+01,+2.173349E-09,+9.910000E+37
+2.065000E+01,-3.711400E-08,+9.910000E+37
+2.070000E+01,+4.065453E-08,+9.910000E+37
+2.075000E+01,-9.777412E-10,+9.910000E+37
+2.080000E+01,-4.142843E-08,+9.910000E+37
+2.085000E+01,+4.316082E-08,+9.910000E+37
+2.090000E+01,+6.652549E-09,+9.910000E+37
+2.095000E+01,-2.805597E-08,+9.910000E+37
+2.100000E+01,+4.619351E-08,+9.910000E+37
+2.105000E+01,+1.857435E-08,+9.910000E+37
+2.110000E+01,-9.956168E-09,+9.910000E+37
+2.115000E+01,+7.779416E-08,+9.910000E+37
+2.120000E+01,+5.816154E-08,+9.910000E+37
+2.125000E+01,+5.466032E-08,+9.910000E+37
+2.130000E+01,+1.204018E-07,+9.910000E+37
+2.135000E+01,+1.587673E-07,+9.910000E+37
+2.140000E+01,+1.839359E-07,+9.910000E+37
+2.145000E+01,+2.169943E-07,+9.910000E+37
+2.150000E+01,+3.139079E-07,+9.910000E+37
+2.155000E+01,+3.640885E-07,+9.910000E+37
+2.160000E+01,+4.106286E-07,+9.910000E+37
+2.165000E+01,+5.341953E-07,+9.910000E+37
+2.170000E+01,+5.903225E-07,+9.910000E+37
+2.175000E+01,+6.608159E-07,+9.910000E+37
+2.180000E+01,+8.182249E-07,+9.910000E+37
+2.185000E+01,+8.844690E-07,+9.910000E+37
+2.190000E+01,+9.867217E-07,+9.910000E+37
+2.195000E+01,+1.146907E-06,+9.910000E+37
+2.200000E+01,+1.278707E-06,+9.910000E+37
+2.205000E+01,+1.355148E-06,+9.910000E+37
+2.210000E+01,+1.449324E-06,+9.910000E+37
+2.215000E+01,+1.662036E-06,+9.910000E+37
+2.220000E+01,+1.740769E-06,+9.910000E+37
+2.225000E+01,+1.834859E-06,+9.910000E+37
+2.230000E+01,+2.065829E-06,+9.910000E+37
+2.235000E+01,+2.184428E-06,+9.910000E+37
+2.240000E+01,+2.274658E-06,+9.910000E+37
+2.245000E+01,+2.517779E-06,+9.910000E+37
+2.250000E+01,+2.664240E-06,+9.910000E+37
+2.255000E+01,+2.845077E-06,+9.910000E+37
+2.260000E+01,+3.017479E-06,+9.910000E+37
+2.265000E+01,+3.194986E-06,+9.910000E+37
+2.270000E+01,+3.386391E-06,+9.910000E+37
+2.275000E+01,+3.632253E-06,+9.910000E+37
+2.280000E+01,+3.782182E-06,+9.910000E+37
+2.285000E+01,+4.013246E-06,+9.910000E+37
+2.290000E+01,+4.194556E-06,+9.910000E+37
+2.295000E+01,+4.410081E-06,+9.910000E+37
