
 Sweep settings: Start voltage: 19.5 V, end voltage:  23 V, sweep points: 70.0, current limit: 0.015 A
 U/V, I/A, R/Ohm
+1.955000E+01,-2.997476E-08,+9.910000E+37
+1.960000E+01,+3.622300E-08,+9.910000E+37
+1.965000E+01,+3.385613E-09,+9.910000E+37
+1.970000E+01,-5.102032E-09,+9.910000E+37
+1.975000E+01,-3.395842E-08,+9.910000E+37
+1.980000E+01,+1.580900E-08,+9.910000E+37
+1.985000E+01,+3.343421E-08,+9.910000E+37
+1.990000E+01,-1.959016E-09,+9.910000E+37
+1.995000E+01,-2.024850E-08,+9.910000E+37
+2.000000E+01,-3.174248E-08,+9.910000E+37
+2.005000E+01,+4.281343E-08,+9.910000E+37
+2.010000E+01,+6.439291E-09,+9.910000E+37
+2.015000E+01,-5.677368E-09,+9.910000E+37
+2.020000E+01,-3.880595E-08,+9.910000E+37
+2.025000E+01,+3.934558E-08,+9.910000E+37
+2.030000E+01,+1.086966E-08,+9.910000E+37
+2.035000E+01,-6.426266E-09,+9.910000E+37
+2.040000E+01,-3.346813E-08,+9.910000E+37
+2.045000E+01,+4.066402E-08,+9.910000E+37
+2.050000E+01,-3.318040E-09,+9.910000E+37
+2.055000E+01,-1.442219E-08,+9.910000E+37
+2.060000E+01,-2.990298E-08,+9.910000E+37
+2.065000E+01,+3.459136E-08,+9.910000E+37
+2.070000E+01,-1.761426E-09,+9.910000E+37
+2.075000E+01,-7.012789E-09,+9.910000E+37
+2.080000E+01,-2.448800E-08,+9.910000E+37
+2.085000E+01,+3.833797E-08,+9.910000E+37
+2.090000E+01,+1.098180E-09,+9.910000E+37
+2.095000E+01,+2.530778E-09,+9.910000E+37
+2.100000E+01,-3.986843E-08,+9.910000E+37
+2.105000E+01,+3.156511E-08,+9.910000E+37
+2.110000E+01,+7.315218E-09,+9.910000E+37
+2.115000E+01,-1.104348E-08,+9.910000E+37
+2.120000E+01,-2.802047E-08,+9.910000E+37
+2.125000E+01,+4.563891E-08,+9.910000E+37
+2.130000E+01,+1.822434E-08,+9.910000E+37
+2.135000E+01,+1.523737E-08,+9.910000E+37
+2.140000E+01,-1.366548E-08,+9.910000E+37
+2.145000E+01,+6.920210E-08,+9.910000E+37
+2.150000E+01,+5.966012E-08,+9.910000E+37
+2.155000E+01,+7.676812E-08,+9.910000E+37
+2.160000E+01,+7.039947E-08,+9.910000E+37
+2.165000E+01,+1.453774E-07,+9.910000E+37
+2.170000E+01,+1.919057E-07,+9.910000E+37
+2.175000E+01,+2.142025E-07,+9.910000E+37
+2.180000E+01,+2.366029E-07,+9.910000E+37
+2.185000E+01,+3.319736E-07,+9.910000E+37
+2.190000E+01,+3.794114E-07,+9.910000E+37
+2.195000E+01,+4.311622E-07,+9.910000E+37
+2.200000E+01,+4.589586E-07,+9.910000E+37
+2.205000E+01,+5.734678E-07,+9.910000E+37
+2.210000E+01,+6.143063E-07,+9.910000E+37
+2.215000E+01,+6.739644E-07,+9.910000E+37
+2.220000E+01,+6.843557E-07,+9.910000E+37
+2.225000E+01,+8.143291E-07,+9.910000E+37
+2.230000E+01,+8.415465E-07,+9.910000E+37
+2.235000E+01,+9.142241E-07,+9.910000E+37
+2.240000E+01,+9.229622E-07,+9.910000E+37
+2.245000E+01,+1.068554E-06,+9.910000E+37
+2.250000E+01,+1.110343E-06,+9.910000E+37
+2.255000E+01,+1.183257E-06,+9.910000E+37
+2.260000E+01,+1.221937E-06,+9.910000E+37
+2.265000E+01,+1.366589E-06,+9.910000E+37
+2.270000E+01,+1.408388E-06,+9.910000E+37
+2.275000E+01,+1.497216E-06,+9.910000E+37
+2.280000E+01,+1.553356E-06,+9.910000E+37
+2.285000E+01,+1.689762E-06,+9.910000E+37
+2.290000E+01,+1.755608E-06,+9.910000E+37
+2.295000E+01,+1.787170E-06,+9.910000E+37
